index,Cycle,Voltage_measured,Current_measured,Temperature_measured,Voltage_load,Time,Current_load,Capacity
47,5,3.446277096829532,-2.007906210291438,34.86130357497575,2.552,2820.859,-1.9992,2.000528337624771
48,5,3.380313152723809,-2.0121968727487176,36.21958137628051,2.487,3190.0,-1.9992,2.000528337624771
49,5,2.8835690821074937,-2.0115048105863926,38.2862863306057,2.026,3568.156,-1.999,2.000528337624771
50,6,3.8425771433604385,-2.0111535521939925,27.106169607560396,2.945,344.5,-1.999,2.0138990759931645
51,6,3.7573622468720855,-2.0071219499513324,29.383332690695827,2.861,690.406,-1.999,2.0138990759931645
52,6,3.6848123735547054,-2.0088863464013293,30.20403079241692,2.79,1038.172,-1.9992,2.0138990759931645
53,6,3.621699549146502,-2.0088830335745627,31.18237547530566,2.726,1388.219,-1.9992,2.0138990759931645
54,6,3.5659676730759733,-2.00876093282862,32.12457512133626,2.671,1740.875,-1.999,2.0138990759931645
55,6,3.5210229289716937,-2.010659501746528,32.9772007963499,2.626,2097.188,-1.9992,2.0138990759931645
56,6,3.48730251476244,-2.008574640371005,33.83533135964933,2.592,2457.25,-1.9992,2.0138990759931645
57,6,3.4510851631838113,-2.0119644403814325,34.85407597173854,2.556,2821.485,-1.9992,2.0138990759931645
58,6,3.390124003375905,-2.013248390473551,36.17873620553506,2.496,3191.297,-1.9992,2.0138990759931645
59,6,3.0183309089950425,-2.009858069348615,38.113241346965935,2.145,3570.781,-1.999,2.0138990759931645
60,7,3.844676990309309,-2.0096932304218664,27.18690242747117,2.947,344.312,-1.999,2.013101105626967
61,7,3.7586035153763966,-2.0091871916295445,29.454250624893334,2.863,690.375,-1.999,2.013101105626967
62,7,3.685867689206502,-2.0084475209928834,30.270618713242918,2.791,1037.906,-1.999,2.013101105626967
63,7,3.6218529741380405,-2.0099263547503097,31.256091219775342,2.727,1387.828,-1.9992,2.013101105626967
64,7,3.5661323042087587,-2.0111147348276517,32.1917392324626,2.671,1740.047,-1.999,2.013101105626967
65,7,3.5211006782555034,-2.0121918253870956,33.052126287399986,2.626,2096.047,-1.9992,2.013101105626967
66,7,3.487602670412752,-2.007490634746677,33.91125311993322,2.592,2455.75,-1.9992,2.013101105626967
67,7,3.4509405802867072,-2.01305026219177,34.944207510447704,2.556,2820.734,-1.9992,2.013101105626967
68,7,3.3887189346319935,-2.010653097918857,36.27556908292511,2.495,3190.359,-1.9992,2.013101105626967
69,7,2.986605291485774,-2.010473904401966,38.24823762783199,2.117,3569.391,-1.999,2.013101105626967
70,8,3.8317005419448775,-2.012265154798121,27.36443259267946,2.935,344.844,-1.999,1.9687898262728398
71,8,3.7463119270811647,-2.0112037962594913,29.49966296735231,2.852,691.078,-1.999,1.9687898262728398
72,8,3.675209037875099,-2.0111691353111594,30.29957624459385,2.781,1039.203,-1.999,1.9687898262728398
73,8,3.612345923087307,-2.010994646718931,31.31468784825679,2.718,1389.594,-1.999,1.9687898262728398
74,8,3.557905952718561,-2.0083426726267244,32.272493019329026,2.664,1742.734,-1.999,1.9687898262728398
75,8,3.5145131838449286,-2.0130576713414676,33.13872217511975,2.62,2098.969,-1.9992,1.9687898262728398
76,8,3.4815462934143206,-2.0089150652182157,34.02278779216382,2.587,2458.64,-1.9992,1.9687898262728398
77,8,3.442321613669547,-2.0076999906651807,35.119092236316526,2.548,2823.531,-1.9992,1.9687898262728398
78,8,3.3675949402294223,-2.0123049498376715,36.51059279093433,2.474,3193.094,-1.999,1.9687898262728398
79,8,2.366410527029613,-2.009602654155728,38.87507521022778,1.602,3572.453,-1.9992,1.9687898262728398
80,9,3.8310169001401944,-2.0102135606484532,27.28177411425397,2.935,344.312,-1.999,1.9681661764334244
81,9,3.745330595511221,-2.0102645316714223,29.429435181038272,2.851,690.75,-1.999,1.9681661764334244
82,9,3.67379077655995,-2.0122260442825355,30.225584102669423,2.78,1038.812,-1.999,1.9681661764334244
83,9,3.6109535377224122,-2.010668568248045,31.268293414521747,2.717,1388.422,-1.9992,1.9681661764334244
84,9,3.5566112229040407,-2.009826079659522,32.2319064485174,2.662,1740.937,-1.999,1.9681661764334244
85,9,3.513477109252259,-2.011283381244369,33.110511419894436,2.619,2097.172,-1.9992,1.9681661764334244
86,9,3.48021245051524,-2.011314085959792,34.00064145712097,2.586,2457.266,-1.999,1.9681661764334244
87,9,3.440177665174559,-2.0112731893015416,35.08610405401634,2.546,2821.797,-1.999,1.9681661764334244
88,9,3.361614292473185,-2.0089120819186888,36.507522877966444,2.469,3191.594,-1.999,1.9681661764334244
89,10,3.8310244006602776,-2.009884732486208,27.23931903721851,2.935,344.422,-1.999,1.9572307917560536
90,10,3.7454115372839403,-2.0104127258740023,29.36686503649507,2.851,690.329,-1.999,1.9572307917560536
91,10,3.673411358865407,-2.007981048313655,30.16570749830389,2.779,1038.516,-1.999,1.9572307917560536
92,10,3.610041917426132,-2.012589789252113,31.204705036894534,2.716,1388.875,-1.999,1.9572307917560536
93,10,3.5554524908543974,-2.0080229049412237,32.177282015785075,2.662,1741.422,-1.9992,1.9572307917560536
94,10,3.51203024431812,-2.0088915173451096,33.05590215580039,2.618,2097.5,-1.999,1.9572307917560536
95,10,3.478606015915005,-2.0129544260552503,33.96101940129195,2.585,2457.422,-1.999,1.9572307917560536
96,10,3.4378341998476536,-2.012503229095769,35.08976608713825,2.544,2822.125,-1.999,1.9572307917560536
97,10,3.3558253421976674,-2.0102328113156958,36.50483321088377,2.464,3191.922,-1.999,1.9572307917560536
98,11,3.8354726793006026,-2.009769410727347,26.984034513642932,2.938,326.625,-1.999,1.9455991514129352
99,11,3.7530043984750097,-2.009398131163624,29.125360617937933,2.857,654.063,-1.999,1.9455991514129352
100,11,3.6832871869857153,-2.009660348010039,29.9100156811779,2.788,983.297,-1.999,1.9455991514129352
101,11,3.621368400052233,-2.00931408845014,30.878793890645603,2.726,1314.766,-1.9992,1.9455991514129352
102,11,3.5670727062039465,-2.007920397460131,31.84298812754502,2.672,1648.547,-1.999,1.9455991514129352
103,11,3.523015940840235,-2.0094741813351162,32.69819267173186,2.628,1984.953,-1.999,1.9455991514129352
104,11,3.4896458700394217,-2.0096684858086595,33.52790152270244,2.594,2324.891,-1.9992,1.9455991514129352
105,11,3.4552217364238493,-2.009539301255694,34.51190472713971,2.56,2668.641,-1.9992,1.9455991514129352
106,11,3.402545788049892,-2.0122083216449367,35.7249749671186,2.508,3016.75,-1.9992,1.9455991514129352
107,11,3.1970303056588785,-2.0096835460820057,37.3833975216731,2.312,3369.375,-1.9992,1.9455991514129352
108,12,3.8362788782704875,-2.010513809588533,27.249731574503233,2.938,326.657,-1.999,1.9347505044841131
109,12,3.7528940716050077,-2.010749440797797,29.40450939144114,2.857,654.563,-1.999,1.9347505044841131
110,12,3.682395089484713,-2.0116071523955945,30.161828311038633,2.787,983.594,-1.999,1.9347505044841131
111,12,3.6196854470008635,-2.011650354538762,31.170406817663252,2.725,1314.438,-1.999,1.9347505044841131
112,12,3.56516483462323,-2.011756232143207,32.14986003591266,2.67,1648.219,-1.999,1.9347505044841131
113,12,3.5211285450950736,-2.0096758673278874,33.02087895717603,2.626,1985.094,-1.9992,1.9347505044841131
114,12,3.487316656445092,-2.0125850663541254,33.86914835895903,2.592,2325.016,-1.999,1.9347505044841131
115,12,3.4516486980953087,-2.0074422968999106,34.84357986111485,2.556,2668.86,-1.999,1.9347505044841131
116,12,3.3955004508513933,-2.0099533230354045,36.100615200143515,2.501,3016.766,-1.999,1.9347505044841131
117,12,3.132995624228226,-2.0102167966570303,37.88026600308147,2.252,3370.328,-1.999,1.9347505044841131
118,13,3.8357311455739103,-2.011450015524545,27.33835912051398,2.939,326.25,-1.999,1.9232799539368028
119,13,3.7520468387766,-2.0079278112060246,29.430440969550997,2.858,654.359,-1.999,1.9232799539368028
120,13,3.681098383592545,-2.0101722573095677,30.170003366003794,2.787,983.578,-1.999,1.9232799539368028
121,13,3.6178872912065745,-2.0080169016788556,31.171153349478352,2.724,1315.0,-1.999,1.9232799539368028
122,13,3.563188361112345,-2.010793025617831,32.13799269191957,2.669,1648.734,-1.999,1.9232799539368028
123,13,3.5190971130845226,-2.0099231956648764,33.00961467647442,2.625,1985.438,-1.999,1.9232799539368028
124,13,3.4855016868988904,-2.007927274584042,33.85105606961177,2.591,2324.938,-1.999,1.9232799539368028
125,13,3.44933511996619,-2.01172838603695,34.86734022218089,2.555,2668.609,-1.999,1.9232799539368028
126,13,3.39145091438588,-2.012222836015187,36.14294761411673,2.498,3016.203,-1.999,1.9232799539368028
127,13,3.095786863958304,-2.0111082298035132,37.95622951730897,2.219,3369.828,-1.999,1.9232799539368028
128,14,3.8361587519009115,-2.0114464777166035,27.174335247651044,2.939,326.172,-1.999,1.911889930948487
129,14,3.7524054590846885,-2.0118145132983263,29.286029153578802,2.859,653.516,-1.999,1.911889930948487
130,14,3.680341146029162,-2.012930689603868,30.036182143315187,2.787,983.078,-1.999,1.911889930948487
131,14,3.6166691525905192,-2.0071153420455388,31.04023890550249,2.723,1314.25,-1.999,1.911889930948487
132,14,3.561765175401241,-2.0118396771130502,32.01232552422477,2.668,1647.875,-1.999,1.911889930948487
133,14,3.517668748658065,-2.0097889934109197,32.8998400656881,2.624,1984.766,-1.999,1.911889930948487
134,14,3.4837177610493115,-2.00842146475332,33.75343857211345,2.59,2324.453,-1.999,1.911889930948487
135,14,3.4472591785375064,-2.013766596141128,34.7756838049674,2.554,2667.969,-1.999,1.911889930948487
136,14,3.3876920018050765,-2.009370231455913,36.05340689741851,2.495,3016.078,-1.999,1.911889930948487
137,14,3.0764418269599907,-2.0113057853438687,37.892314212227575,2.201,3369.672,-1.999,1.911889930948487
138,15,3.833747615333616,-2.010804061444909,27.02021623445613,2.938,326.219,-1.9988,1.9010667141979305
139,15,3.749819053789636,-2.0119884119757123,29.152385555898935,2.856,653.734,-1.999,1.9010667141979305
140,15,3.677690979189592,-2.010746074488164,29.911500785498184,2.784,983.328,-1.999,1.9010667141979305
141,15,3.613833127330705,-2.0110874817793243,30.938134852873766,2.721,1314.469,-1.999,1.9010667141979305
142,15,3.5587045279676763,-2.009200993750269,31.917341993723284,2.665,1647.813,-1.999,1.9010667141979305
143,15,3.515324624195824,-2.0101839390079093,32.804395199246116,2.622,1984.453,-1.999,1.9010667141979305
144,15,3.4811439159550903,-2.009197391566996,33.69914548102092,2.587,2324.734,-1.999,1.9010667141979305
145,15,3.4431266033063905,-2.0122317223189365,34.72965823217601,2.55,2668.313,-1.999,1.9010667141979305
146,15,3.3793733144236713,-2.0102199360587067,36.05262021210857,2.486,3016.516,-1.999,1.9010667141979305
147,15,2.987237485526782,-2.01040068959538,38.01413898430242,2.12,3370.094,-1.999,1.9010667141979305
148,16,3.830630911622806,-2.0102745969805236,26.889591657107296,2.935,326.532,-1.999,1.8891989948061458
149,16,3.7461150715682376,-2.0092883265491848,29.014575218989037,2.852,654.578,-1.999,1.8891989948061458
150,16,3.6742428814667583,-2.0094808847391787,29.7847801152328,2.78,983.657,-1.999,1.8891989948061458
151,16,3.610319209928658,-2.0119940284326403,30.853130381849965,2.717,1314.766,-1.999,1.8891989948061458
152,16,3.555282034585249,-2.012164256382739,31.831859785603857,2.662,1647.86,-1.999,1.8891989948061458
153,16,3.512561751226084,-2.011299300390743,32.75468446602762,2.618,1983.938,-1.999,1.8891989948061458
154,16,3.4778994621973762,-2.0088221320454434,33.64492205075891,2.584,2323.75,-1.999,1.8891989948061458
155,16,3.4389650704133365,-2.012432103579149,34.695311674542786,2.545,2667.594,-1.999,1.8891989948061458
156,16,3.3712468669839097,-2.010689754317124,36.05302526756304,2.478,3015.0,-1.999,1.8891989948061458
157,16,2.886253133658707,-2.0099906582357745,38.10767156076676,2.031,3369.172,-1.999,1.8891989948061458
158,17,3.83174412658941,-2.012159621505788,26.950947488685078,2.935,326.531,-1.999,1.878278372248849
159,17,3.74652126497883,-2.0113494441871405,29.07062056128139,2.853,654.5,-1.999,1.878278372248849
160,17,3.6738162185218557,-2.0121639078040343,29.825917440710416,2.78,983.75,-1.999,1.878278372248849
161,17,3.609545881506233,-2.008087385836309,30.885825806917808,2.715,1314.953,-1.999,1.878278372248849
162,17,3.554243279833002,-2.009626585451165,31.895593388269134,2.66,1648.656,-1.999,1.878278372248849
163,17,3.511156603570472,-2.0108148775012014,32.80689023404225,2.617,1985.344,-1.9992,1.878278372248849
164,17,3.4765287539586964,-2.0093893311659436,33.708822591806765,2.582,2324.438,-1.999,1.878278372248849
165,17,3.4368785139966893,-2.0100062655075135,34.757169851303765,2.542,2668.109,-1.999,1.878278372248849
166,17,3.36748560552003,-2.010354326269695,36.11946663457774,2.474,3015.906,-1.999,1.878278372248849
167,17,2.845526584404776,-2.008365141000637,38.22941646780934,1.997,3369.406,-1.9992,1.878278372248849
168,18,3.8299696354731583,-2.0096223592961953,26.97688997917501,2.932,326.437,-1.999,1.8675697161520206
169,18,3.7446787379613093,-2.011864350731797,29.100244917375598,2.85,654.562,-1.999,1.8675697161520206
170,18,3.671469916550421,-2.010186754080812,29.877619772417944,2.777,984.109,-1.999,1.8675697161520206
171,18,3.606467355392095,-2.0094213572771586,30.94857447419038,2.712,1315.172,-1.999,1.8675697161520206
172,18,3.5514228312016747,-2.012444742345734,31.950574537155656,2.658,1649.14,-1.999,1.8675697161520206
173,18,3.508383977477054,-2.009511921238961,32.878133383186594,2.614,1985.14,-1.999,1.8675697161520206
174,18,3.4732312041005433,-2.0076229910099763,33.79051210569172,2.578,2325.14,-1.999,1.8675697161520206
175,18,3.4324495783127422,-2.0114121272304852,34.87273881895318,2.538,2668.922,-1.999,1.8675697161520206
176,18,3.357721007923941,-2.011113155396901,36.27741868941586,2.464,3016.672,-1.999,1.8675697161520206
177,18,2.6141904284819577,-2.0104131262540195,38.486904945856686,1.81,3370.39,-1.999,1.8675697161520206
178,19,3.8302597357603516,-2.0101952510666314,27.039069032986184,2.935,326.672,-1.9988,1.8675892574453767
179,19,3.7445430990151967,-2.011209906673151,29.140321782238438,2.851,654.188,-1.999,1.8675892574453767
180,19,3.670791378712153,-2.0115384677984474,29.90587310221964,2.777,983.563,-1.999,1.8675892574453767
181,19,3.6052237592994847,-2.0076403678509416,30.976519753479412,2.712,1314.188,-1.999,1.8675892574453767
182,19,3.550116132938501,-2.009798136656443,31.988506407233423,2.657,1647.828,-1.999,1.8675892574453767
183,19,3.5070893825825045,-2.009133589889878,32.92351862526663,2.613,1984.484,-1.999,1.8675892574453767
184,19,3.4713148931257503,-2.0095579366738483,33.83689939640504,2.578,2324.75,-1.999,1.8675892574453767
185,19,3.4295592652510627,-2.012952798522589,34.94271489404086,2.536,2668.078,-1.999,1.8675892574453767
186,19,3.3517620074089214,-2.012463384377338,36.35977582468812,2.46,3016.109,-1.999,1.8675892574453767
187,19,2.4115317107898875,-2.0104050653742696,38.707301456836205,1.661,3370.156,-1.999,1.8675892574453767
188,20,3.833801950831497,-2.0094647469167044,27.08898602724438,2.933,344.609,-1.999,1.979626548250818
189,20,3.7490592857647536,-2.0094015447383677,29.118947860502168,2.851,690.75,-1.999,1.979626548250818
190,20,3.677450835822453,-2.0090707240290513,29.814713093529125,2.781,1038.75,-1.999,1.979626548250818
191,20,3.6137555247756654,-2.00724529544792,30.77779920592467,2.717,1389.031,-1.999,1.979626548250818
192,20,3.5585060190366673,-2.0092349667402805,31.682309828440992,2.661,1741.578,-1.999,1.979626548250818
193,20,3.514510198164804,-2.009141597439409,32.47301663011423,2.616,2098.0,-1.999,1.979626548250818
194,20,3.481755957017352,-2.011220335169351,33.25878032515911,2.582,2458.046,-1.999,1.979626548250818
195,20,3.444522489924318,-2.011065316869114,34.23588804293676,2.544,2822.906,-1.9992,1.979626548250818
196,20,3.3734965265153285,-2.009961229905213,35.49225930096079,2.474,3192.531,-1.9992,1.979626548250818
197,20,2.5524975153792933,-2.0094695962148124,37.32521951960119,1.754,3571.468,-1.9992,1.979626548250818
198,21,3.8350402516586133,-2.0120021724509827,27.467693650243174,2.935,344.719,-1.999,1.9575499080884022
199,21,3.749191270876808,-2.007984190277879,29.464132540818696,2.852,690.828,-1.999,1.9575499080884022
200,21,3.676971949122079,-2.0114942134100335,30.141570635960665,2.78,1038.906,-1.999,1.9575499080884022
201,21,3.612431755069169,-2.007513062502455,31.121237509015913,2.715,1389.0,-1.999,1.9575499080884022
202,21,3.5571990487342875,-2.0096887177889675,32.04613137235485,2.66,1741.766,-1.999,1.9575499080884022
203,21,3.513307000145699,-2.010334557185248,32.879904723544776,2.616,2098.172,-1.999,1.9575499080884022
204,21,3.4805082538503713,-2.007704792658395,33.74507692603181,2.583,2458.61,-1.999,1.9575499080884022
205,21,3.442342786920453,-2.012104318656328,34.774054764885356,2.545,2823.313,-1.999,1.9575499080884022
206,21,3.365935132129285,-2.008666572879271,36.050410826816,2.47,3193.531,-1.999,1.9575499080884022
207,22,3.83915267842945,-2.0083620470378225,27.009910704587394,2.941,326.641,-1.999,1.9458150170787551
208,22,3.7562334167158804,-2.0116397268075503,29.017820453965165,2.861,654.719,-1.999,1.9458150170787551
209,22,3.6851712283256868,-2.01115103335594,29.683420322261146,2.789,984.36,-1.9988,1.9458150170787551
210,22,3.621982120625268,-2.0131416719792545,30.593718903563566,2.726,1315.625,-1.9988,1.9458150170787551
211,22,3.566637419373191,-2.0100599940699166,31.490974295124047,2.671,1649.36,-1.999,1.9458150170787551
212,22,3.522073562126548,-2.0122533973479104,32.322026195598546,2.626,1985.969,-1.999,1.9458150170787551
213,22,3.4889718289961094,-2.0097761456421965,33.113663310243034,2.593,2326.375,-1.999,1.9458150170787551
214,22,3.4553981633911133,-2.008645902173286,34.01072605569063,2.56,2670.047,-1.999,1.9458150170787551
215,22,3.404966023358279,-2.0110231691173936,35.162890312302274,2.51,3017.844,-1.999,1.9458150170787551
216,22,3.1969680114043686,-2.0090005025105135,36.62507679376152,2.311,3370.797,-1.999,1.9458150170787551
217,23,3.8359839946889944,-2.0093612333107354,26.68400778642225,2.937,326.5,-1.9988,1.9242461121680094
218,23,3.7527796098184827,-2.0089831781475147,28.702903558084394,2.856,654.391,-1.9988,1.9242461121680094
219,23,3.6812942171568603,-2.0102843666528156,29.37782289618378,2.785,983.782,-1.999,1.9242461121680094
220,23,3.6175799256032697,-2.009902441143777,30.311634839450377,2.721,1315.282,-1.999,1.9242461121680094
221,23,3.562573117855636,-2.0078947047531086,31.22800094650362,2.666,1649.047,-1.999,1.9242461121680094
222,23,3.518452962599728,-2.00877466572244,32.075052456044276,2.622,1985.157,-1.999,1.9242461121680094
223,23,3.485141030434136,-2.0090252661467893,32.884093285938,2.588,2325.157,-1.999,1.9242461121680094
224,23,3.45040795205001,-2.0098365485390537,33.816877676720736,2.554,2669.547,-1.999,1.9242461121680094
225,23,3.396151254527023,-2.008004448547987,34.9642646036317,2.5,3018.063,-1.999,1.9242461121680094
226,23,3.132796347938645,-2.014851230713757,36.54271288957311,2.251,3372.078,-1.999,1.9242461121680094
227,24,3.8459715693275736,-2.010637211674018,26.49597049182896,2.948,326.391,-1.9988,1.9459811331421641
228,24,3.761942848925122,-2.0101206848625393,28.573328967588,2.866,654.578,-1.9988,1.9459811331421641
229,24,3.6877419186726557,-2.009025018824906,29.26998618556775,2.791,983.734,-1.9988,1.9459811331421641
230,24,3.6221741341874427,-2.0111098531742813,30.176567858593902,2.726,1314.656,-1.999,1.9459811331421641
231,24,3.565690518770333,-2.0106638367019403,31.099529574182224,2.669,1647.984,-1.999,1.9459811331421641
232,24,3.5203434050399514,-2.0082658347799063,31.967256674857694,2.624,1984.719,-1.9988,1.9459811331421641
233,24,3.4860581560572967,-2.0084949478010237,32.779424388885246,2.589,2324.922,-1.999,1.9459811331421641
234,24,3.451587359232816,-2.009308729485779,33.69611680576713,2.555,2668.469,-1.999,1.9459811331421641
235,24,3.3992892251363465,-2.0093814714209266,34.83923261435877,2.503,3017.125,-1.999,1.9459811331421641
236,24,3.177109720816097,-2.0120997655383466,36.37245549980234,2.293,3370.688,-1.999,1.9459811331421641
237,25,3.833071286716771,-2.009748416663886,26.508625986371385,2.935,326.703,-1.9988,1.901407930553079
238,25,3.7487653822757694,-2.011001737808775,28.528993069760723,2.853,654.422,-1.9988,1.901407930553079
239,25,3.6760441686587995,-2.009668684939143,29.1901452285069,2.78,984.109,-1.9988,1.901407930553079
240,25,3.611173806020287,-2.0122366074746316,30.17440246963573,2.715,1314.922000000006,-1.999,1.901407930553079
241,25,3.556121135990939,-2.008225066967332,31.116663209809943,2.66,1648.577999999994,-1.999,1.901407930553079
242,25,3.5125238044402027,-2.011675538829805,31.97856646907726,2.616,1985.297000000006,-1.999,1.901407930553079
243,25,3.4786692122083687,-2.0100254213452957,32.80947902098371,2.582,2325.3439999999973,-1.999,1.901407930553079
244,25,3.4418683751672257,-2.013624128784169,33.77266329376055,2.546,2669.3120000000054,-1.9988,1.901407930553079
245,25,3.3798917812648126,-2.0097686720180117,34.99185542455814,2.484,3018.0939999999973,-1.999,1.901407930553079
246,25,2.98036928201242,-2.010950016504814,36.7367447894137,2.111,3371.797000000006,-1.999,1.901407930553079
247,26,3.8287983641802326,-2.010619339641177,26.413729248646565,2.931,326.094,-1.9988,1.878674213680085
248,26,3.7437316825095213,-2.0082909805206324,28.408079453753313,2.848,653.438,-1.999,1.878674213680085
249,26,3.6712124431163122,-2.0126513387453815,29.090421483845233,2.775,982.766,-1.999,1.878674213680085
250,26,3.605987507697968,-2.0061021982335623,30.092385805521083,2.71,1314.0,-1.999,1.878674213680085
251,26,3.5509131360151693,-2.0092042640555157,31.070781972967936,2.655,1647.797,-1.999,1.878674213680085
252,26,3.50856963611769,-2.0108160140446634,31.938332618508593,2.612,1984.313,-1.999,1.878674213680085
253,26,3.474302039559003,-2.0070326924352258,32.812401082370314,2.578,2324.157,-1.999,1.878674213680085
254,26,3.4358383293720722,-2.0111412212365174,33.80048103198295,2.54,2668.266,-1.999,1.878674213680085
255,26,3.3667873348065176,-2.0138293357975146,35.05600205301871,2.472,3016.532,-1.999,1.878674213680085
256,26,2.774543146390354,-2.01375956606259,36.917761617176396,1.936,3370.688,-1.999,1.878674213680085
257,27,3.8291883989178923,-2.0116813438729544,26.342580567489488,2.931,326.25,-1.9988,1.8683061328264219
258,27,3.74387826715377,-2.0098731192077497,28.344813328303495,2.848,654.203,-1.9988,1.8683061328264219
259,27,3.6699058130348106,-2.009834072570943,29.023543102082034,2.775,983.875,-1.999,1.8683061328264219
260,27,3.604959783643383,-2.0109811599277014,30.03444233709398,2.709,1315.687,-1.999,1.8683061328264219
261,27,3.5490870332902635,-2.007340449773016,31.00685612061037,2.654,1649.109,-1.999,1.8683061328264219
262,27,3.506297921853928,-2.008985844345308,31.899262475639606,2.61,1985.828,-1.999,1.8683061328264219
